Clave ,Descripci—n ,L’nea ,Unidad de entrada ,Fecha de œltima compra ,Fecha de œltima venta ,Existencias 
MLCERA01,SHAMPOO C/CERA PARA AUTOS 1LT,OCS E,PIEZA,30/04/15,30/04/15,0
MLCERA05,SHAMPOO C/CERA P/AUTOS 5 LT,OCS E,Pieza,31/03/16,01/04/16,0
MLCES00Y,8300Y ESCOBA ABANICO CASTOR MED. AMARILL,BX  E,PIEZA,05/12/17,07/12/17,0
MLCES12MEXA,CESTO BASURA 12 LTS ACERO INOX MEXASIA,U   F,PIEZA,20/08/15,09/10/15,0
MLCES20MEXA,CESTO BASURA 20 LTS ACERO INOX MEXASIA,BJ  C,PIEZA,06/03/17,30/03/17,0
MLCES8030,CESTO DE PLASTICO 26 LTS MOD 8030,BJ  C,PIEZA,30/08/17,08/01/18,1
MLCES8093B,8093BL CESTO BALANCIN MED SABLON BL,BJ  C,PIEZA,17/07/17,19/07/17,0
MLCES8094G,8094GR CESTO BALANCIN MED SABLON NR/GR,BJ  C,PIEZA,17/07/17,19/07/17,0
MLCES83R,8300R ESCOBA ABANICO CASTOR PLAST ROJA,BX  E,PIEZA,06/10/17,07/10/17,0
MLCESGB,CESTO CON BALANCIN GOURA,BJ  C,PIEZA,14/03/16,17/03/16,0
MLCEST01,2639P3 (3010)CESTO CENIC ACC.LATERAL,BJ  C,PIEZA,12/09/13,23/09/13,0
MLCEST02,295506-A BASURERO RECT SUAVE AZUL 13LT R,BJ  C,PIEZA,07/05/13,14/05/13,0
MLCEST03,2956-06 V BASURERO RECT SUAVE VERDE 27LT,BJ  C,PIEZA,07/05/13,14/05/13,0
MLCEST12,CESTO 12 LTS CON TAPADERA DE BALANCIN,BJ  C,Pieza,22/10/14,22/10/14,0
MLCEST13,CESTO BASURERO TACHO C/LLANTA 135LT,BJ  C,PIEZA,11/04/14,,0
MLCEST14,(8222) CESTO MINI SABLON 3LTS C/BALANCIN,BJ  C,PIEZA,20/02/18,27/02/18,0
MLCEST24,CESTO 24 LTS CON TAPADERA DE BALANCIN,BJ  C,Pieza,10/06/14,10/10/14,0
MLCEST24G,CESTO 24LT C/BALANCIN  GRANDE GOURA,BJ  C,PIEZA,26/04/16,03/06/16,0
MLCEST40,CESTO ANGEL C/T 40 Lts. MOSA,BJ  C,PIEZA,19/06/14,20/06/14,0
MLCESTCHA,CESTO CHICO CON PEDAL ARDILLA,BJ  C,PIEZA,14/03/16,17/03/16,0
MLCESTPCH,CESTO CON BALANCIN FERPLAST CHICO,BJ  C,PIEZA,19/02/16,30/03/16,0
MLCEVEN1,CESTO  VENECIA AZUL C/BALANCIN 65LT,BJ  C,PIEZA,10/03/15,10/03/15,0
MLCHA01,CHAROLA TERMICA C/50  MED 26X22,ED  E,PIEZA,02/08/12,28/05/13,0
MLCHA02,CHAROLA TERMICA 16X22 C/50 (855),ED  E,PIEZA,17/11/17,12/01/18,6
MLCHA03,CHAROLA TERMICA 15x15 No. 66 C/50,ED  E,Paquete,02/02/18,02/02/18,11
MLCLO01,CLORO CLOROX 3800ml,BK  E,PIEZA,23/03/12,21/04/17,0
MLCLO05,CLORO BASE LTS,BK  E,PIEZA,01/02/18,07/02/18,0
MLCLO3,CLORO BASE SUPER 5LT,BK  E,PIEZA,20/12/17,17/01/18,3
MLCLO3B,CLORO SUPER 5 LTS,BK  E,PIEZA,07/01/16,31/03/17,0
MLCLO3E,CLORO 20 LTS 3%,BK  E,PIEZA,17/12/12,19/02/10,0
MLCLO4,CLORO 6% 1LT,BK  E,PIEZA,23/09/15,25/09/15,0
MLCLO7E,CLORO 5 LTS 6%,BK  E,PIEZA,03/04/18,05/04/18,32
MLCLO8E,CLORO 20 LTS 6%,BK  E,PIEZA,22/03/18,04/04/18,25
MLCLO9O,CLORO 5 LTS 13%,BK  E,PIEZA,21/02/18,19/02/18,7
MLCLO9P,CLORO 20 LTS 13%,QUIMI,PIEZA,12/02/18,03/04/18,3
MLCLOR1,CLORO CLORALEX 950mls,BK  E,PIEZA,17/11/17,27/12/17,0
MLCLOR2,CLORO PASTILLAS  1 KILO,BK  E,PIEZA,02/02/18,02/04/18,11
MLCLOR3,"CLORO PASTILLAS 3""",BK  E,KILO,05/03/18,05/04/18,22
MLCOFI1,COFIA GUARDAPELO VENECIANAc/100 ESP158-2,PI  F,CAJA,07/11/07,26/10/10,0
MLCOLES1,COLGADOR PARA ESCOBAS REYNARA,U   F,Pieza,17/09/14,17/09/14,0
MLCONT1,CONTENEDOR 9X9 LISO BIODEGRADABLE,EK  E,PIEZA,14/02/13,18/02/13,0
MLCRE01,CREMA REDUCTIVA ROSA,EF  E,PIEZA,16/12/14,17/09/14,0
MLCRE02,CREMA ROSA MOSQUEIRA KILO,EF  E,PIEZA,17/12/14,17/12/14,0
MLCRE03,CREMA ANTIREUMAS KILO,EF  E,PIEZA,17/12/14,17/12/14,0
MLCRE04,CREMA P/CUERPO DOB-E KILO,EF  E,PIEZA,10/02/15,14/02/15,0
MLCRE05,SUSTITUTO CREMA P/CAFE 1KG,EF  E,PIEZA,03/04/18,05/03/18,25
MLCRE06,CREMA V.SECRET PERA,EF  E,PIEZA,17/12/14,17/12/14,0
MLCRE07,CREMA V.SECRET GARDENIAS,EF  E,PIEZA,17/12/14,17/12/14,0
MLCREM1,CREMA DOVE  1KG C/DOSIFICADOR,EF  E,PIEZA,,11/04/13,0
MLCUB01,CUBETA DE PLASTICO  # 16,BL  E,PIEZA,14/03/16,16/02/18,0
MLCUB10LT,CUBETA DE PLASTICO 10LTS,BL  E,PIEZA,18/12/17,07/03/18,32
MLCUB12C,CUBETA PLASTICO CUPLASA No. 12,BL  E,PIEZA,05/10/17,21/11/17,1
MLCUB16C,CUBETA PLASTICO CUPLASA No. 16,BL  E,PIEZA,18/10/17,20/10/17,2
MLCUB19,056018 CUBETA 19 L IND. C/T PBS NOVATEC,BL  E,PIEZA,13/05/16,12/05/16,0
MLCUB19L,CUBETA PLASTICO CUPLASA No. 20,BL  E,PIEZA,08/11/17,09/11/17,0
MLCUBEX,CUBETA C/EXPRIMIDOR SECABIEN,BL  E,PIEZA,22/05/17,17/05/17,1
MLCUBEX1,(8936B) CUBETA C/EXPRIMIDOR 36LTS,BL  E,PIEZA,29/01/18,30/01/18,0
MLCUBI1,CUBETA No.12 SPAGUETTI MONARCA,BL  E,PIEZA,26/04/16,21/05/16,0
MLCUBO01,CUBETA PLASTICO No. 14 ECONOMICA,BL  E,PIEZA,11/10/17,12/10/17,1
MLCUBO02,CUBETA PLASTICO No.15 ECONOMIC,BL  E,PIEZA,,18/05/15,0
MLCUBOC,CUBETA PLASTICO No. 12,BL  E,PIEZA,22/01/18,24/01/18,2
MLCUBP1,CUBRE BOCAS C/100PZA VS,PK  F,PIEZA,22/12/11,04/05/16,0
MLCUBP2,CUBRE BOCA C/150 PZAS RD-CB08E,PK  F,PIEZA,14/02/18,27/02/18,5
MLCUBP3,CUBRE BOCA C/50,PK  F,PIEZA,28/08/17,28/09/17,0
MLCUBP4,CUBRE BOCAS AZUL LUXE C/150,PK  F,PIEZA,28/02/18,03/04/18,96
MLCUBP4B,CUBRE BOCAS BLANCAS LUXE C/150,PK  F,Paquete,29/09/17,08/06/16,0
MLCUBP5,CUBRE BOCAS AZUL S/M C/ PLIEGUES C/50,PK  F,Pieza,27/09/17,15/11/17,1
MLCUBP6,CUBRE BOCAS AMBIDERM ECO AZUL C/50,PK  F,PIEZA,,14/05/15,0
MLCUBP7,CUBRE BOCAS TAC C/50,PK  F,Pieza,,22/12/15,0
MLCUCH1,CUCHARA DE PLASTICO  MEDIANA C/25 PZ.,EG  E,PIEZA,26/01/18,05/03/18,9
MLCUCH2,CUCHARA DE PLASTICO CHICA C/50,EG  E,PIEZA,13/02/18,23/03/18,14
MLCUCH3,CUCHARA DE PLASTICO GRANDE C/25,EG  E,PIEZA,12/10/17,28/02/18,4
MLD57640,PH-51001 DESP HIG AZ MINI BACO JOKEL,BO  E,PIEZA,19/11/16,19/02/10,0
MLDE41010,41010 TOALLERO COMBI TABARCA TRANS,BR  E,PIEZA,20/09/17,14/12/17,2
MLDE42310,"42310 DESP HIG TABARCA MAXI 3"" TRANS POL",BO  E,PIEZA,04/09/17,04/09/17,0
MLDE56784,56784DESP HIG COMPACT DOBLE HUMO/BLANCO,BO  E,PIEZA,25/08/15,08/09/15,0
MLDE8520,8520 DESPACHADOR HIG FAPSA PRECUT AZUL,BO  E,PIEZA,17/04/17,05/04/17,0
MLDE94202,94202 DESP HIG JUMBO HUMO KIMBERLY,BO  E,PIEZA,19/10/17,17/10/17,5
MLDE94203,94203 DESP HIG SR HUMO C/CENICERO,BO  E,PIEZA,22/10/13,25/06/14,0
MLDE94209,94209 DESP HIGIENICO JR BLANCO,BO  E,PIEZA,08/04/16,08/06/16,1
MLDE94335,94335 JABONERA GRANEL WINDOWS BLANCA,BP  E,PIEZA,10/03/18,20/02/18,1
MLDEA02,AC72000 DESP JABON RELLENABLE AITANA GRI,BP  E,PIEZA,09/10/17,11/10/17,0
MLDEA03,****NO USAR**** RELLENABLE AITANA BCA,BP  E,PIEZA,,,
MLDEA04,DESP CONTROL AUTOMATICO DE OLORES,BN  E,PIEZA,19/01/12,20/01/12,0
MLDEA09,FT111 DESP TOALLA INTERDOBLADA,BR  E,PIEZA,07/07/11,12/07/11,0
MLDEA10,        9908 DESP. TOALLA INTERD MINI,BR  E,PIEZA,23/01/16,25/01/16,0
MLDEA12,9907 DESP TOALLA INTER MINI HUMO (92260),BR  E,PIEZA,07/03/18,08/03/18,1
MLDEA138S,JABONERA RELLENABLE MANUAL DOBLE DW-138S,BP  E,PIEZA,13/04/16,13/04/16,0
MLDEA14,ANJ80 JABONERA 800ML AUTO AVANCOM,BP  E,PIEZA,14/05/12,15/05/12,0
MLDEA540,JABONERA JOFEL FUTURA AC54000 ACE/INOX,BP  E,PIEZA,13/04/16,13/04/16,0
MLDEA584,(AE57400) DESP. FUT. MINI HUMO (AE58400),BO  E,PIEZA,05/05/16,11/05/16,0
MLDEA850,(AC85000) JABONERA MINI FUME AZUR,BP  E,PIEZA,05/05/16,05/05/16,0
MLDEA902,DJ90002 JABONERA RELL. AZUR GRIS (JOKEL),BP  E,PIEZA,30/05/16,07/06/16,0
MLDES00,DESENGRASANTE DE LAVANDERIA 20LT,BM  E,PIEZA,25/04/13,02/05/13,0
MLDES01,DESENGRASANTE LAVANDERIA 5LT,BM  E,PIEZA,18/05/15,21/05/15,0
MLDES02,33002 DESP (Z-600)TOALLA INTER JOKEL HUM,BR  E,PIEZA,11/06/14,19/02/14,0
MLDES02P,DESENGRASANTE NOW 5+1LT.,BM  E,PIEZA,23/05/15,23/05/15,0
MLDES03,TI-31010 DESP TOALLA Z-600 TABARCA HUMO,BR  E,PIEZA,24/01/18,20/03/18,3
MLDES04,TI-31000 DESP TOALLA INT Z-600 JOFEL BCO,BR  E,Pieza,18/05/17,09/10/17,0
MLDES05,LIQUIDO DESTAPACA„OS 5 LT,OCS E,PIEZA,03/07/13,04/07/13,0
MLDES11,AC70011 JABONERA RELLENABLE AITANA KROM,BT  E,PIEZA,17/04/15,03/12/15,0
MLDES1101,JABONERA RELLENABLE FIESTA JOFEL DJ11010,BP  E,PIEZA,27/11/17,28/11/17,0
MLDES1919,1919-04 JABONERA LTX12 CROMADA/NEGRA GOJ,BT  E,PIEZA,22/11/17,11/08/17,0
MLDES1920,1920-04 JABONERA PURELL LTX12 BLANCA,BP  E,PIEZA,30/09/15,19/02/10,1
MLDES1980,1980-04 JABONERA LTX2/1200 BLANCA (GOJO),BP  E,Pieza,24/01/17,19/02/10,0
MLDES310,51310 DESP HIG JR JOKEL HUMO,BO  E,PIEZA,08/03/18,18/02/16,2
MLDES3301,DESP. TOALLA INTERD. 3301 AZUR BCO.,BR  E,PIEZA,11/04/16,11/04/16,0
MLDES402-20,DESINCRUSTANTE 402 20LTS,OCS E,Pieza,08/09/15,19/02/10,2
MLDES402-5,DESINCRUSTANTE 402 5LTS,OCS E,Pieza,08/09/15,,0
MLDES413,"41310 DESP HIG TABARCA MINI 3"" TRANS POL",PESPE,PIEZA,07/03/18,20/03/18,5
MLDES4130,41300 DESP HIG TABARCA MINI BLANCO,BO  E,PIEZA,10/05/17,12/06/17,0
MLDES4230,"DESP. HIG. TABARCA MAXI 3"" BCO ECO JOFEL",BO  E,PIEZA,11/04/16,03/06/16,0
MLDES45000,JABONERA JOEL FUTURA AC45000 ACE/INOX,PESPE,PIEZA,21/08/17,22/08/17,0
MLDES52310,52310 DESP HIG ALTERA MAXI HUMO JOKEL,BO  E,PIEZA,14/11/13,15/11/13,0
MLDES55,552100 DESP TOALLA INTERD BLANCO MIN SCA,BR  E,PIEZA,19/01/12,20/01/12,0
MLDES555,555000 DESPACHADOR HIG MINI ELEVATION  B,BO  E,PIEZA,15/09/15,17/09/15,0
MLDES61,PT61010 DESP TOALLA ROLLO PALANCA JOFEL,BR  E,PIEZA,02/06/14,02/06/14,0
MLDES680,DESPACHADOR HIG JR SMART ONE BLANCO(680),BO  E,PIEZA,09/10/17,11/10/17,0
MLDES7000,****NO USAR**** ABONERA AITANA BCA JOFEL,PESPE,PIEZA,23/08/17,05/09/17,0
MLDES70020,DJ70020 JABONERA RELLENABLE AITANA GRIS,BP  E,PIEZA,16/03/16,03/05/16,0
MLDES92259,92259 DESP TOALLA ROLLO PALANCA HUMO,BR  E,PIEZA,06/07/17,12/07/17,0
MLDES94231,94231/94237 DESP RELLEMABLE GRIS,BP  E,PIEZA,08/02/17,19/02/10,2
MLDESA4,DESP XPRESSNAP TABLETOP COLOR,BQ  E,PIEZA,25/01/16,19/02/10,4
MLDESA5,(6232000) DESP XPRESSNAP TABLETOP NGRO,BQ  E,PIEZA,24/10/17,27/10/17,1
MLDESA6,91180 DESP JABON EN CARTUCHO,BP  E,PIEZA,03/09/13,19/02/10,6
MLDESAN1,94324 DESP SANIASIENTOS BCO 09505-10,U   F,PIEZA,08/08/12,09/08/12,0
MLDESBBA,DESPACHADOR BABY AZUL 510400,BO  E,Pieza,,19/02/10,1
MLDESBRE1,DESPACHADOR BREEZE MATIC WIESE + REP+ PI,BN  E,PIEZA,14/01/16,18/12/15,0
MLDESE0,DESENGRASANTE GRASAFIN 20LIT,BM  E,PIEZA,16/10/17,17/10/17,2
MLDESE1,DESENGRASANTE AZUL LIGERO 20LT,BM  E,PIEZA,06/04/16,08/04/16,0
MLDESE3,DESENGRASANTE GRASAFIN - ROSA  5LIT,BM  E,PIEZA,08/01/18,06/02/18,4
MLDESE3L,DESENGRASANTE GRASAFIN ROSA 1LT,BM  E,Pieza,,08/02/16,0
MLDESE5,DESENGRASANTE DESENGRAX 20LT,BM  E,PIEZA,14/07/15,15/07/15,0
MLDESE8,DESENGRASANTE AZUL 5LIT,BM  E,PIEZA,06/09/17,07/09/17,1
MLDESE81,FINGRAS DESENGRASANTE T/PESADO 5LT,BAM E,PIEZA,28/06/11,03/06/11,0
MLDESE9,DESENGRASANTE ROJO TRAB PESADO 20LTS,BM  E,PIEZA,06/04/16,08/04/16,0
MLDESE91,FINGRAS DESENGRAS T.LIGERO 5LT,BAM E,PIEZA,07/07/11,30/07/12,0
MLDESG1,(2720) JABONERA PURELL TOUCH FREE BCA,BP  E,PIEZA,08/11/12,19/02/10,0
MLDESGR,DESPACHADOR HIG GLANZ JR HUMO,BO  E,PIEZA,20/09/17,22/09/17,0
MLDESJ1,94126 (94320) DESP JABON BLANCA KIMBERLY,BP  E,PIEZA,29/01/16,31/03/16,0
MLDESJ3,PHS-1002 DESP. HIG AZUL MINI HUMO JOFEL,BO  E,PIEZA,09/02/16,15/02/16,0
MLDESLTX7N,1386-04 DESPACHADOR JABON GOJO LTX 7 NG,BT  E,PIEZA,19/07/17,,1
MLDESM3,94125 (94236) DESP JABON HUMO KIMBERLY,PESPE,PIEZA,15/03/18,20/03/18,2
MLDESM6,DESP P/JABON RELLEN TRANSP BLANCA ECON,BP  E,PIEZA,09/07/14,05/01/11,0
MLDESM7,DESP HIG JR HUMO KLEEN,BO  E,PIEZA,14/08/07,,0
MLDESM9,TP51010 DESP TOALLA ROLLO PALANCA MATIC,BR  E,PIEZA,08/03/18,08/03/18,1
MLDESP,2740 JABONERA TOUCH FREE GRIS,BP  E,PIEZA,10/08/13,,0
MLDESP1,DESPACHADOR WIESE AROMA PROGRAMAB,BN  E,PIEZA,13/02/18,14/03/18,2
MLDESP10,94214 JABONERA INDUSTRIAL BCA 3.5 LIT,BP  E,PIEZA,,,0
MLDESP12,92190 JABONERA MINI INSIGHT HUMO,BP  E,PIEZA,20/04/09,06/07/17,1
MLDESP13,9736 DESPACHADOR TOALLA ROLLO LEVEMATIC,BR  E,PIEZA,13/10/11,20/10/11,0
MLDESP14,94208 (94310) DESP HIGNIC JR HUMO KIMBER,BO  E,PIEZA,19/10/17,23/01/18,0
MLDESP15,DESPACHADOR TOALLA EN ROLLO HUMO GLANZ,BR  E,PIEZA,20/09/17,21/09/17,0
MLDESP16,AC910060 JABONERA JOFEL C/DEPOSITO,BP  E,PIEZA,20/10/17,23/10/17,0
MLDESP17,AC91050 JABONERA JOFEL C/DEPOSITO,BP  E,PIEZA,20/10/17,23/10/17,0
MLDESP2,94201 DESP HIG BOB JR (ECO),BO  E,PIEZA,25/07/09,31/07/09,0
MLDESP2A,94312 DESP. HIGIENICO JUMBO HUMO KIMBER,BO  E,PIEZA,15/10/16,19/02/10,0
MLDESP3,94323 DESP JABONERA UNIVERSAL BCO WINDO,BP  E,PIEZA,24/01/09,26/01/09,0
MLDESP3A,94223 DESP UNIVERSAL NEGRO,BO  E,PIEZA,25/03/14,30/11/12,0
MLDESP4,29 DESP HIGIENICO JR.  ECO S/LOGO PROMO,BO  E,PIEZA,08/07/14,26/11/14,0
MLDESP5,94205 DESPACHADOR  HIG SR HUMO,BO  E,PIEZA,07/03/18,07/03/18,5
MLDESP51,TP51000 TOALLERO PLANCA MATIC BLANCO,BR  E,PIEZA,11/03/17,24/03/17,0
MLDESP6,DISPENSADOR LIQ GOTEADOR WIESE (NDILG00),BN  E,PIEZA,24/01/18,26/01/18,0
MLDESPE4,DESP JABONERA HUMO,BP  E,PIEZA,12/07/12,13/07/12,0
MLDESPG72,DESPACHADOR GOJO 7200-01,BP  E,Pieza,,,0
MLDESPT,****NO USAR**** E NEGRA (GOJO) LTX7,BP  E,PIEZA,14/08/0201,13/06/17,0
MLDEST0,28 DESP DE HIGIENICO JR  ECO,BO  E,PIEZA,29/06/17,24/12/15,1
MLDEST1B,94414 SERVILLETERO BARRA MESA,BQ  E,PIEZA,26/02/10,19/02/10,1
MLDEST2,AH51000N SERVILLETERO VALLARTA NG,BQ  E,PIEZA,19/10/17,23/10/17,0
MLDEST41,TC41000 TOALLEROTABARCA JOFEL,BR  E,PIEZA,18/06/12,18/06/12,0
MLDEST5,......31000 DESP TOALLA INTER Z-600 BCO,BR  E,PIEZA,04/03/14,20/03/14,0
MLDEST6,DESTAPACA„OS HULE #6 PD-101 PROMER,U   F,PIEZA,26/02/16,15/08/17,1
MLDEST8,71010 DESP TOALLA ROLLO HANDS FRES HUMO,BR  E,PIEZA,09/02/16,06/09/17,1
MLDEST9,500160P DESP TOALLA INTERDOBLADA BCO,BR  E,PIEZA,11/09/10,20/09/10,0
MLDEST92,****NO USAR****TOALLA INTERD. KIMBERLY,BR  E,PIEZA,04/10/17,30/11/17,0
MLDET05,DETERGENTER AXION EN PASTA,BU  E,PIEZA,07/08/12,04/03/09,0
MLDET06,DETERGENTE 2.8LT AXION LIMON,BW  E,PIEZA,14/02/18,02/04/18,3
MLDET06A,DETERGENTE SALVO 1.5LT LIQUIDP,BW  E,PIEZA,12/01/15,13/01/15,0
MLDET06B,DETERGENTE SALVO 2.6LTS LIQUIDO,BW  E,PIEZA,27/09/17,01/11/17,0
MLDET07,LAVATRASTE TRICOLORO 750 ml AX,BAH E,PIEZA,,,0
MLDET08,LAVATRASTES AXION LIQUIDO LIMON 750 ml,BAH E,PIEZA,15/09/17,20/09/17,0
MLDET09,DETERGENTE AXION LIQUIDO LIMON 900 ml,BW  E,PIEZA,28/10/14,28/10/14,0
MLDETA18,DETERGENTE ACE 18 K,BV  E,CAJA C/18,24/05/16,24/05/16,0
MLDETACE6,DETERGENTE ACE 6 K,U   F,PIEZA,28/03/15,28/03/15,0
MLDETE10,DETERGENTE ACE/DOWNY EN POLVO 9 K,BV  E,PIEZA,06/08/13,08/10/13,0
MLDETE11,DETERGENTE SALVO 6 K,BV  E,PIEZA,31/05/16,13/06/16,0
MLDETE12,DETERGENTE ACE 9 K,BV  E,PIEZA,06/07/15,06/07/15,0
MLDETE13,DETERGENTE SALVO 5 KG,BV  E,Pieza,03/01/17,04/05/17,0
MLDETE7A,DETERGENTE BOLD 900grs C/18,BV  E,CAJA C/18,22/09/12,16/10/12,0
MLDETE7B,DETERGENTE BOLD 9 K,BV  E,PIEZA,17/01/11,10/11/11,0
MLDETMAS5,DETERGENTE LIQUIDO MAS NEGRO 5 LTS,BW  E,PIEZA,,,1
MLDETMAS9,DETERGENTE LIQUIDO MAS COLOR 8.3 LTS.,BW  E,PIEZA,24/05/16,24/05/16,0
MLDETP0,DETERGENTE PERSIL 900 grs,U   F,PIEZA,24/05/16,24/05/16,0
MLDETPI1,DETERGENTE PINOL LIQUIDO 1LT,BW  E,PIEZA,23/03/18,23/03/18,3
MLDETR2,DETERGENTE ROMA 250 GRS,BV  E,PIEZA,23/03/18,24/03/18,0
MLDETR3,DETERGENTE ROMA 1 K,BV  E,PIEZA,30/10/17,19/02/10,0
MLDETR4,DETERGENTE ROMA 500 GRS,BV  E,PIEZA,28/08/02,08/11/17,0
MLDETR5,DETERGENTE ROMA 20 K CAJA,BV  E,CAJA C/20,10/11/15,08/04/16,0
MLDETR5P,DETERGENTE ROMA 5 K,PESPE,PIEZA,21/02/18,21/03/18,2
MLDETR9,DETERGENTE ROMA 10 KG,PESPE,PIEZA,04/04/18,04/04/18,12
MLDETT1,DETERGENTE RUTH 10 K,BV  E,PIEZA,09/03/16,20/05/16,0
MLDETT2,DETERGENTE UTIL SACO 10 KG,PESPE,PIEZA,21/03/18,03/04/18,13
MLDETT3,DETERGENTE UTIL SACO 5 KG,BV  E,PIEZA,14/03/18,21/03/18,11
MLDHIG51,"DESP HIG INSTITUCIONAL BCO (9"" )  JOFEL",BO  E,PIEZA,13/01/12,06/09/17,1
MLDJ21010,DJ21010 JABONERA TOTAL VISION HUMO JOKEL,BT  E,Pieza,13/02/16,19/02/10,4
MLDOSIF1,DOSIFICADOR AMBIENTAL 3000 DISPAROS WIES,BN  E,Pieza,01/11/14,04/11/14,0
MLDPH52,PH52001 DESP HIG AZUR MAXI BCO (JOKEL),,Pieza,12/04/14,14/04/14,0
MLDULY1,AZUCAR MORENA DULY 1KG,EB  E,Pieza,20/02/17,19/02/10,0
MLEMB01,EMBUDO GRANDE TERRONES,U   F,Pieza,13/06/17,14/06/17,0
MLENV02,ENVASE C/BOMBA DOSIFICADORA 1LIT,BAE E,PIEZA,28/09/17,28/09/17,5
MLENV03,ENVASE CON BOMBA DOSIFICADORA 500LT,BAE E,PIEZA,24/01/18,05/04/18,39
MLENV04,ENVASE 5LIT PLASTICO PZA,BAE E,PIEZA,26/06/12,11/01/12,0
MLENV1L,ENVASE DE 1LT DE PET,BAE E,PIEZA,10/09/15,07/02/12,0
MLENVAS1,ENVASE PLASTICO 1LT REYMA,BAE E,PIEZA,17/12/14,,0
MLENVAS2,ENVASE 5LTS PLASTICO,BAE E,PIEZA,17/12/14,,0
MLES4702B,4702B ESCOBA PBT MEDIA AZUL S/B,BX  E,PIEZA,07/12/12,10/12/12,0
MLES4702R,4702R ESCOBA PBT MEDIA ROJA S/B,BX  E,PIEZA,08/07/15,10/10/15,0
MLES4702W,4702W ESCOBA PBT MEDIA BLANCA S/B,BX  E,PIEZA,07/12/12,10/12/12,0
MLES4702Y,4702 Y ESCOBA PBT MEDIA AMARILLA S/B,BX  E,PIEZA,07/12/12,10/12/12,0
MLESC03,****NO USAR****ESCB PLASO 270 GR  5HILOS,BX  E,PIEZA,25/05/13,25/05/13,0
MLESC83B,ESCOBA ABANICO MED CASTOR AZUL 8300B,BX  E,PIEZA,23/01/18,14/02/18,19
MLESCB2,ESCOBA ABANICO CLASICA BARRE-BARRE,BX  E,PIEZA,09/10/17,04/10/17,14
MLESCB2A,..ESCOBA CLASICA BARRE C/BASTON METALICO,BX  E,PIEZA,06/11/15,08/02/12,0
MLESCB3,ESCOBA PLASTICO 7 HILOS,BX  E,PIEZA,16/08/17,30/11/17,17
MLESCB3I,ESCOBA PLASTICO 7 HILOS INDUSTRIAL,BX  E,PIEZA,18/01/18,24/01/18,0
MLESCB4,ESCOBA LUJO 0772 BARRE BARRE S/BASTON,BX  E,PIEZA,26/02/18,22/03/18,57
MLESCB5,.....4702W ESCOBA PBT MEDIA BLANCA S/B,BX  E,PIEZA,05/06/09,05/06/09,0
MLESCB6,8306G ESCOBA ANGULAR CASTOR S/B VERDE,BX  E,PIEZA,22/08/13,06/08/13,0
MLESCBA,ESCOBA ABANICO RABER,BX  E,PIEZA,28/02/18,07/03/18,13
MLESCBG,ESCOBA PLASTICO AMARILLO GENERICA,BX  E,Pieza,,,0
MLESCHIN7,ESCOBA CHINA 7 HILOS,BX  E,PIEZA,28/11/14,14/05/15,0
MLESCM1,ESCOBA METALICA TC0664 C/20 DIENTES,BX  E,PIEZA,12/09/13,21/12/13,0
MLESCM2,ESCOBA METALICA ECO.22 DIENTES,BX  E,PIEZA,29/06/15,,0
MLESCMAX,ESCOBA TIPO CEPILLO MAXI,BX  E,PIEZA,16/06/17,20/10/17,9
MLESCP6,ESCOBA PLASTICO 5 HILOS,BX  E,PIEZA,20/02/18,23/09/17,13
MLESCP6A,ESCOBA PLASTICO 6 HILOS,BX  E,PIEZA,08/03/18,22/03/18,60
MLESCP7,ESCOBA PLASTICO 8 HILOS,BX  E,PIEZA,14/04/16,09/01/18,1
MLESCP71,ESCOBA MIJO 6 HILOS,BX  E,PIEZA,24/10/17,13/03/18,10
MLESCP7H,08024 ESCOBA MIJO 7 HILOS,BX  E,PIEZA,24/05/16,26/05/16,0
MLESCP9,....ESCOBA MIJO 8 HILOS PE„OLERA SUPREMA,BX  E,PIEZA,07/12/11,08/12/11,0
MLESCPAL,ESCOBA DE PALMA,BX  E,PIEZA,23/03/18,05/04/18,22
MLESCVEN,ESCOBA TIPO CEPILLO VENECIANA,BX  E,PIEZA,21/03/18,23/03/18,118
MLEST3501B,3501B ESTACION LIMPIA CALZADO CASTOR AZ,BI  E,Pieza,19/06/17,22/06/17,0
MLEST3501G,3501G ESTACION LIMPIA CALZADO CASTOR VD,BI  E,Pieza,25/10/17,02/11/17,0
MLEST3501R,3501R ESTACON LIMPIA CALZADO CASTOR RJ,BI  E,Pieza,20/10/17,19/10/17,0
MLFA01M,FABULOSO 1 LT V/A,BAM E,PIEZA,27/10/15,29/10/15,0
MLFA02,FABULOSP 1LT PASION DE FRUTAS,BAM E,PIEZA,23/10/13,24/10/13,0
MLFAB01,FABULOSO 1 LT LAVANDA,BAM E,PIEZA,23/09/15,19/02/10,0
MLFAB01A,FABULO OXY 828M,BAM E,PIEZA,21/09/12,16/10/12,0
MLFAB01B,FAB MULTIUSOS CANELA 1LT,BAM E,PIEZA,17/12/14,19/02/10,0
MLFAB01L,FABULOSO 1 LT BRISA DEL MAR,BAM E,Pieza,,19/02/10,0
MLFAB02,FABULOSO CONCENTRADO 1.5LTS LAVANDA,BAM E,PIEZA,15/03/18,16/03/18,2
MLFAB03,FABULOSO  5 LT MAR FRESCO,BAM E,PIEZA,03/04/18,04/04/18,8
