Clave del artículo,Descripción del artículo,Línea,Unidad de entrada,Fecha de última compra,Fecha de última venta,Existencias, Precio 
MLCEPI5C,"1824-P CEPILLO 24"" BLOCK PLAST EN PVC",BI  E,PIEZA,17/04/18,23/05/18,0, $140.10 
MLCEPI6,"1824- CEPILLO 24"" BLOCK MADERA EN PVC",BI  E,Pieza,04/12/14,20/07/15,0, $124.40 
MLCEPI7,"1124- CEPILLO 24"" BLOCK MADERA POLIPROPI",BI  E,PIEZA,18/02/14,24/02/14,0, $126.99 
MLCEPI8,"1114 CEPILLO 14"" BLOCK PLAST PPP",BI  E,PIEZA,30/05/12,31/05/12,0, $72.14 
MLCEPWC,CEPILLO PARA WC  REDONDO  SIN BASE,BI  E,PIEZA,21/05/07,17/09/09,0, $16.50 
MLCERA01,SHAMPOO C/CERA PARA AUTOS 1LT,OCS E,PIEZA,30/04/15,30/04/15,0, $26.60 
MLCERA05,SHAMPOO C/CERA P/AUTOS 5 LT,OCS E,Pieza,31/03/16,01/04/16,0, $131.60 
MLCES00Y,8300Y ESCOBA ABANICO CASTOR MED S/B AMA,BX  E,PIEZA,25/05/18,26/05/18,0, $37.66 
MLCES12MEXA,CESTO BASURA 12 LTS ACERO INOX MEXASIA,U   F,PIEZA,20/08/15,09/10/15,0, $481.56 
MLCES20MEXA,CESTO BASURA 20 LTS ACERO INOX MEXASIA,BJ  C,PIEZA,06/03/17,30/03/17,0, $721.73 
MLCES8030,CESTO DE PLASTICO 26 LTS MOD 8030,BJ  C,PIEZA,30/08/17,08/01/18,1, $66.36 
MLCES8093B,8093BL CESTO BALANCIN MED SABLON BL,BJ  C,PIEZA,17/07/17,19/07/17,0, $175.00 
MLCES8094G,8094GR CESTO BALANCIN MED SABLON NR/GR,BJ  C,PIEZA,17/07/17,19/07/17,0, $168.00 
MLCES83R,8300R ESCOBA ABANICO CASTOR S/B PLAST RJ,BX  E,PIEZA,25/05/18,26/05/18,0, $37.80 
MLCESGB,CESTO CON BALANCIN GOURA,BJ  C,PIEZA,14/03/16,17/03/16,0, $76.03 
MLCEST01,2639P3 (3010)CESTO CENIC ACC.LATERAL,BJ  C,PIEZA,12/09/13,23/09/13,0," $1,022.13 "
MLCEST02,295506-A BASURERO RECT SUAVE AZUL 13LT R,BJ  C,PIEZA,07/05/13,14/05/13,0, $103.81 
MLCEST03,2956-06 V BASURERO RECT SUAVE VERDE 27LT,BJ  C,PIEZA,07/05/13,14/05/13,0, $112.25 
MLCEST12,CESTO 12 LTS CON TAPADERA DE BALANCIN,BJ  C,Pieza,22/10/14,22/10/14,0, $70.00 
MLCEST13,CESTO BASURERO TACHO C/LLANTA 135LT,BJ  C,PIEZA,11/04/14,,0, $422.80 
MLCEST14,(8222) CESTO MINI SABLON 3LTS C/BALANCIN,BJ  C,PIEZA,20/02/18,27/02/18,0, $-   
MLCEST24,CESTO 24 LTS CON TAPADERA DE BALANCIN,BJ  C,Pieza,10/06/14,10/10/14,0, $63.00 
MLCEST24G,CESTO 24LT C/BALANCIN  GRANDE GOURA,BJ  C,PIEZA,26/04/16,03/06/16,0, $119.48 
MLCEST40,CESTO ANGEL C/T 40 Lts. MOSA,BJ  C,PIEZA,19/06/14,20/06/14,0, $83.28 
MLCESTCHA,CESTO CHICO CON PEDAL ARDILLA,BJ  C,PIEZA,14/03/16,17/03/16,0, $90.52 
MLCESTPCH,CESTO CON BALANCIN FERPLAST CHICO,BJ  C,PIEZA,19/02/16,30/03/16,0, $108.02 
MLCEVEN1,CESTO  VENECIA AZUL C/BALANCIN 65LT,BJ  C,PIEZA,10/03/15,10/03/15,0, $129.23 
MLCHA01,CHAROLA TERMICA C/50  MED 26X22,ED  E,PIEZA,02/08/12,28/05/13,0, $22.05 
MLCHA02,CHAROLA TERMICA 16X22 C/50 (855),ED  E,PIEZA,30/04/18,24/04/18,16, $25.86 
MLCHA03,CHAROLA TERMICA 15x15 No. 66 C/50,ED  E,Paquete,30/04/18,02/05/18,12, $21.00 
MLCLO01,CLORO CLOROX 3800ml,BK  E,PIEZA,23/03/12,21/04/17,0, $30.70 
MLCLO05,CLORO BASE LTS,BK  E,PIEZA,01/02/18,07/02/18,0, $9.48 
MLCLO3,****NO USAR**** CLO BASE SUPER 5LT,BK  E,PIEZA,20/12/17,17/01/18,0, $48.00 
MLCLO3B,CLORO SUPER 5 LTS,BK  E,PIEZA,07/01/16,31/03/17,0, $25.50 
MLCLO3E,CLORO 20 LTS 3%,BK  E,PIEZA,17/12/12,19/02/10,0, $36.75 
MLCLO4,CLORO 6% 1LT,BK  E,PIEZA,23/09/15,25/09/15,0, $7.50 
MLCLO7E,CLORO 5 LTS 6%,BK  E,PIEZA,31/05/18,12/06/18,27, $37.50 
MLCLO8E,CLORO 20 LTS 6%,BK  E,PIEZA,08/06/18,13/06/18,31, $82.50 
MLCLO9O,CLORO 5 LTS 13%,BK  E,PIEZA,19/05/18,25/05/18,10, $48.00 
MLCLO9P,CLORO 20 LTS 13%,QUIMI,PIEZA,23/05/18,02/06/18,4, $180.00 
MLCLOR1,CLORO CLORALEX 950mls,BK  E,PIEZA,05/04/18,05/04/18,0, $11.50 
MLCLOR2,CLORO PASTILLAS  1 KILO,BK  E,PIEZA,25/05/18,28/05/18,11, $121.66 
MLCLOR3,"CLORO PASTILLAS 3""",BK  E,KILO,02/05/18,08/06/18,24, $134.61 
MLCOFI1,COFIA GUARDAPELO VENECIANAc/100 ESP158-2,PI  F,CAJA,07/11/07,26/10/10,0, $36.12 
MLCOLES1,COLGADOR PARA ESCOBAS REYNARA,U   F,Pieza,17/09/14,17/09/14,0, $138.80 
MLCONT1,CONTENEDOR 9X9 LISO BIODEGRADABLE,EK  E,PIEZA,14/02/13,18/02/13,0, $6.64 
MLCRE01,CREMA REDUCTIVA ROSA,EF  E,PIEZA,16/12/14,17/09/14,0, $57.40 
MLCRE02,CREMA ROSA MOSQUEIRA KILO,EF  E,PIEZA,17/12/14,17/12/14,0, $57.40 
MLCRE03,CREMA ANTIREUMAS KILO,EF  E,PIEZA,17/12/14,17/12/14,0, $44.80 
MLCRE04,CREMA P/CUERPO DOB-E KILO,EF  E,PIEZA,10/02/15,14/02/15,0, $30.80 
MLCRE05,SUSTITUTO CREMA P/CAFE 1KG,EF  E,PIEZA,03/04/18,09/06/18,11, $89.00 
MLCRE06,CREMA V.SECRET PERA,EF  E,PIEZA,17/12/14,17/12/14,0, $44.80 
MLCRE07,CREMA V.SECRET GARDENIAS,EF  E,PIEZA,17/12/14,17/12/14,0, $44.80 
MLCREM1,CREMA DOVE  1KG C/DOSIFICADOR,EF  E,PIEZA,,11/04/13,0, $-   
MLCUB01,CUBETA DE PLASTICO  # 16,BL  E,PIEZA,14/03/16,16/02/18,0, $37.50 
MLCUB10LT,CUBETA DE PLASTICO 10LTS,BL  E,PIEZA,18/12/17,08/06/18,25, $34.35 
MLCUB12C,CUBETA PLASTICO CUPLASA No. 12,BL  E,PIEZA,05/10/17,09/04/18,0, $28.80 
MLCUB16C,CUBETA PLASTICO CUPLASA No. 16,BL  E,PIEZA,18/10/17,04/06/18,1, $61.97 
MLCUB19,056018 CUBETA 19 L IND. C/T PBS NOVATEC,BL  E,PIEZA,13/05/16,12/05/16,0, $115.08 
MLCUB19L,CUBETA PLASTICO CUPLASA No. 20,BL  E,PIEZA,16/05/18,16/05/18,2, $95.25 
MLCUBEX,CUBETA C/EXPRIMIDOR SECABIEN,BL  E,PIEZA,22/05/17,17/05/17,1, $180.00 
MLCUBEX1,(8936B) CUBETA C/EXPRIMIDOR 36LTS,BL  E,PIEZA,29/01/18,30/01/18,0," $1,478.57 "
MLCUBI1,CUBETA No.12 SPAGUETTI MONARCA,BL  E,PIEZA,26/04/16,21/05/16,0, $25.50 
MLCUBO01,CUBETA PLASTICO No. 14 ECONOMICA,BL  E,PIEZA,11/10/17,04/05/18,0, $45.00 
MLCUBO02,CUBETA PLASTICO No.15 ECONOMIC,BL  E,PIEZA,,18/05/15,0, $27.00 
MLCUBOC,CUBETA PLASTICO No. 12,BL  E,PIEZA,22/01/18,04/06/18,1, $13.20 
MLCUBP1,CUBRE BOCAS C/100PZA VS,PK  F,PIEZA,22/12/11,04/05/16,0, $37.80 
MLCUBP2,CUBRE BOCA C/150 PZAS RD-CB08E,PK  F,PIEZA,14/02/18,06/06/18,0, $118.50 
MLCUBP3,CUBRE BOCA C/50,PK  F,PIEZA,28/08/17,28/09/17,0, $61.60 
MLCUBP4,CUBRE BOCAS AZUL LUXE C/150,PK  F,PIEZA,11/06/18,12/06/18,37, $57.00 
MLCUBP4B,CUBRE BOCAS BLANCAS LUXE C/150,PK  F,Paquete,29/09/17,08/06/16,0, $63.00 
MLCUBP5,CUBRE BOCAS AZUL S/M C/ PLIEGUES C/50,PK  F,Pieza,27/09/17,15/11/17,1, $48.75 
MLCUBP6,CUBRE BOCAS AMBIDERM ECO AZUL C/50,PK  F,PIEZA,,14/05/15,0, $61.60 
MLCUBP7,CUBRE BOCAS TAC C/50,PK  F,Pieza,,22/12/15,0, $61.60 
MLCUCH1,CUCHARA DE PLASTICO  MEDIANA C/25 PZ.,EG  E,PIEZA,30/04/18,02/05/18,9, $6.51 
MLCUCH2,CUCHARA DE PLASTICO CHICA C/50,EG  E,PIEZA,23/05/18,24/05/18,56, $7.06 
MLCUCH3,CUCHARA DE PLASTICO GRANDE C/25,EG  E,PIEZA,12/10/17,24/04/18,2, $11.61 
MLD57640,PH-51001 DESP HIG AZ MINI BACO JOKEL,BO  E,PIEZA,19/11/16,19/02/10,0, $299.91 
MLDE41010,41010 TOALLERO COMBI TABARCA TRANS,BR  E,PIEZA,20/09/17,28/04/18,1, $243.60 
MLDE42310,"42310 DESP HIG TABARCA MAXI 3"" TRANS POL",BO  E,PIEZA,04/09/17,04/09/17,0, $403.50 
MLDE56784,56784DESP HIG COMPACT DOBLE HUMO/BLANCO,BO  E,PIEZA,25/08/15,08/09/15,0, $215.25 
MLDE8520,8520 DESPACHADOR HIG FAPSA PRECUT AZUL,BO  E,PIEZA,17/04/17,05/04/17,0, $612.00 
MLDE94202,94202 DESP HIG JUMBO HUMO KIMBERLY,BO  E,PIEZA,19/10/17,17/10/17,5, $401.25 
MLDE94203,94203 DESP HIG SR HUMO C/CENICERO,BO  E,PIEZA,22/10/13,25/06/14,0, $378.06 
MLDE94209,94209 DESP HIGIENICO JR BLANCO,BO  E,PIEZA,08/04/16,08/06/16,1, $283.20 
MLDE94335,94335 JABONERA GRANEL WINDOWS BLANCA,BP  E,PIEZA,18/05/18,18/05/18,1, $294.50 
MLDEA02,AC72000 DESP JABON RELLENABLE AITANA GRI,BP  E,PIEZA,09/10/17,11/10/17,0, $498.00 
MLDEA03,****NO USAR**** RELLENABLE AITANA BCA,BP  E,PIEZA,,,, $304.20 
MLDEA04,DESP CONTROL AUTOMATICO DE OLORES,BN  E,PIEZA,19/01/12,20/01/12,0, $427.50 
MLDEA09,FT111 DESP TOALLA INTERDOBLADA,BR  E,PIEZA,07/07/11,12/07/11,0, $304.50 
MLDEA10,        9908 DESP. TOALLA INTERD MINI,BR  E,PIEZA,23/01/16,25/01/16,0, $463.77 
MLDEA12,(92260) DESP TOALLA INTER MINI HUMO,BR  E,PIEZA,28/05/18,30/05/18,1, $497.16 
MLDEA138S,JABONERA RELLENABLE MANUAL DOBLE DW-138S,BP  E,PIEZA,13/04/16,13/04/16,0, $490.50 
MLDEA14,ANJ80 JABONERA 800ML AUTO AVANCOM,BP  E,PIEZA,14/05/12,15/05/12,0, $528.35 
MLDEA540,JABONERA JOFEL FUTURA AC54000 ACE/INOX,BP  E,PIEZA,13/04/16,13/04/16,0," $1,363.95 "
MLDEA584,(AE57400) DESP. FUT. MINI HUMO (AE58400),BO  E,PIEZA,05/05/16,11/05/16,0, $472.50 
MLDEA850,(AC85000) JABONERA MINI FUME AZUR,BP  E,PIEZA,05/05/16,05/05/16,0, $319.05 
MLDEA902,DJ90002 JABONERA RELL. AZUR GRIS (JOKEL),BP  E,PIEZA,30/05/16,07/06/16,0, $483.00 
MLDES00,DESENGRASANTE DE LAVANDERIA 20LT,BM  E,PIEZA,25/04/13,02/05/13,0, $450.00 
MLDES01,DESENGRASANTE LAVANDERIA 5LT,BM  E,PIEZA,18/05/15,21/05/15,0, $109.92 
MLDES02,33002 DESP (Z-600)TOALLA INTER JOKEL HUM,BR  E,PIEZA,11/06/14,19/02/14,0, $352.02 
MLDES02P,DESENGRASANTE NOW 5+1LT.,BM  E,PIEZA,23/05/15,23/05/15,0, $98.74 
MLDES03,TI-31010 DESP TOALLA Z-600 TABARCA HUMO,BR  E,PIEZA,25/04/18,27/04/18,4, $346.02 
MLDES04,TI-31000 DESP TOALLA INT Z-600 JOFEL BCO,BR  E,Pieza,18/05/17,09/10/17,0, $279.00 
MLDES05,LIQUIDO DESTAPACAÑOS 5 LT,OCS E,PIEZA,03/07/13,04/07/13,0, $49.00 
MLDES11,AC70011 JABONERA RELLENABLE AITANA KROM,BT  E,PIEZA,17/04/15,03/12/15,0, $313.60 
MLDES1101,JABONERA RELLENABLE FIESTA JOFEL DJ11010,BP  E,PIEZA,27/11/17,28/11/17,0, $199.50 
MLDES1919,1919-04 JABONERA LTX12 CROMADA/NEGRA GOJ,BT  E,PIEZA,22/11/17,11/08/17,0, $0.01 
MLDES1920,1920-04 JABONERA PURELL LTX12 BLANCA,BP  E,PIEZA,30/09/15,19/02/10,1, $0.01 
MLDES1980,1980-04 JABONERA LTX2/1200 BLANCA (GOJO),BP  E,Pieza,29/05/18,11/05/18,3, $0.01 
MLDES310,51310 DESP HIG JR JOKEL TRANSP,BO  E,PIEZA,23/05/18,23/05/18,6, $406.50 
MLDES3301,DESP. TOALLA INTERD. 3301 AZUR BCO.,BR  E,PIEZA,11/04/16,11/04/16,0, $375.76 
MLDES402-20,DESINCRUSTANTE 402 20LTS,OCS E,Pieza,08/09/15,19/02/10,2, $693.00 
MLDES402-5,DESINCRUSTANTE 402 5LTS,OCS E,Pieza,08/09/15,,0, $176.40 
MLDES413,"41310 DESP HIG TABARCA MINI 3"" TRANS POL",PESPE,PIEZA,15/05/18,22/05/18,3, $261.00 
MLDES4130,41300 DESP HIG TABARCA MINI BLANCO,BO  E,PIEZA,10/05/17,12/06/17,0, $238.05 
MLDES4230,"DESP. HIG. TABARCA MAXI 3"" BCO ECO JOFEL",BO  E,PIEZA,11/04/16,03/06/16,0, $295.71 
MLDES45000,JABONERA JOEL FUTURA AC45000 ACE/INOX,PESPE,PIEZA,21/08/17,22/08/17,0," $1,336.00 "
MLDES52310,52310 DESP HIG ALTERA MAXI HUMO JOKEL,BO  E,PIEZA,14/11/13,15/11/13,0, $328.02 
MLDES55,552100 DESP TOALLA INTERD BLANCO MIN SCA,BR  E,PIEZA,19/01/12,20/01/12,0, $300.00 
MLDES555,555000 DESPACHADOR HIG MINI ELEVATION  B,BO  E,PIEZA,15/09/15,17/09/15,0, $342.00 
MLDES61,PT61010 DESP TOALLA ROLLO PALANCA JOFEL,BR  E,PIEZA,02/06/14,02/06/14,0, $853.14 
MLDES680,DESPACHADOR HIG JR SMART ONE BLANCO(680),BO  E,PIEZA,09/10/17,11/10/17,0, $468.15 
MLDES7000,****NO USAR**** ABONERA AITANA BCA JOFEL,PESPE,PIEZA,23/08/17,05/09/17,0, $498.00 
MLDES70020,DJ70020 JABONERA RELLENABLE AITANA GRIS,BP  E,PIEZA,16/03/16,03/05/16,0, $282.00 
MLDES92259,92259 DESP TOALLA ROLLO PALANCA HUMO,BR  E,PIEZA,06/07/17,12/07/17,0," $1,026.53 "
MLDES94231,94231/94237 DESP RELLEMABLE GRIS,BP  E,PIEZA,08/02/17,19/02/10,2, $376.50 
MLDESA4,DESP XPRESSNAP TABLETOP COLOR,BQ  E,PIEZA,25/01/16,19/02/10,4, $124.96 
MLDESA5,(6232000) DESP XPRESSNAP TABLETOP NGRO,BQ  E,PIEZA,24/10/17,27/10/17,1, $468.92 
MLDESA6,91180 DESP JABON EN CARTUCHO,BP  E,PIEZA,03/09/13,19/02/10,6, $192.00 
MLDESAN1,94324 DESP SANIASIENTOS BCO 09505-10,U   F,PIEZA,08/08/12,09/08/12,0, $397.46 
MLDESBBA,DESPACHADOR BABY AZUL 510400,BO  E,Pieza,,19/02/10,1, $-   
MLDESBRE1,DESPACHADOR BREEZE MATIC WIESE + REP+ PI,BN  E,PIEZA,06/06/18,06/06/18,4, $363.00 
MLDESE0,DESENGRASANTE GRASAFIN 20LIT,BM  E,PIEZA,16/10/17,17/10/17,2, $174.00 
MLDESE1,DESENGRASANTE AZUL LIGERO 20LT,BM  E,PIEZA,06/04/16,08/04/16,0, $195.00 
MLDESE3,DESENGRASANTE GRASAFIN - ROSA  5LIT,BM  E,PIEZA,08/01/18,06/02/18,4, $174.00 
MLDESE3L,DESENGRASANTE GRASAFIN ROSA 1LT,BM  E,Pieza,,08/02/16,0, $-   
MLDESE5,DESENGRASANTE DESENGRAX 20LT,BM  E,PIEZA,14/07/15,15/07/15,0, $292.50 
MLDESE8,DESENGRASANTE AZUL 5LIT,BM  E,PIEZA,06/09/17,07/09/17,1, $60.01 
MLDESE81,FINGRAS DESENGRASANTE T/PESADO 5LT,BAM E,PIEZA,28/06/11,03/06/11,0, $55.50 
MLDESE9,DESENGRASANTE ROJO TRAB PESADO 20LTS,BM  E,PIEZA,06/04/16,08/04/16,0, $292.50 
MLDESE91,FINGRAS DESENGRAS T.LIGERO 5LT,BAM E,PIEZA,07/07/11,30/07/12,0, $63.75 
MLDESG1,(2720) JABONERA PURELL TOUCH FREE BCA,BP  E,PIEZA,08/11/12,19/02/10,0, $0.01 
MLDESGR,DESPACHADOR HIG GLANZ JR HUMO,BO  E,PIEZA,20/09/17,22/09/17,0, $240.00 
MLDESJ1,94126 (94320) DESP JABON BLANCA KIMBERLY,BP  E,PIEZA,29/01/16,31/03/16,0, $228.45 
MLDESJ3,PHS-1002 DESP. HIG AZUL MINI HUMO JOFEL,BO  E,PIEZA,09/02/16,15/02/16,0, $299.85 
MLDESLTX7N,1386-04 DESPACHADOR JABON GOJO LTX 7 NG,BT  E,PIEZA,19/07/17,,1, $-   
MLDESM3,94125 (94236) DESP JABON HUMO KIMBERLY,PESPE,PIEZA,15/05/18,16/05/18,22, $291.48 
MLDESM6,DESP P/JABON RELLEN TRANSP BLANCA ECON,BP  E,PIEZA,09/07/14,05/01/11,0, $150.00 
MLDESM7,DESP HIG JR HUMO KLEEN,BO  E,PIEZA,14/08/07,,0, $195.00 
MLDESM9,TP51010 DESP TOALLA ROLLO PALANCA MATIC,BR  E,PIEZA,08/03/18,08/03/18,1, $788.00 
MLDESP,2740 JABONERA TOUCH FREE GRIS,BP  E,PIEZA,10/08/13,,0, $0.41 
MLDESP1,DESPACHADOR WIESE AROMA PROGRAMAB,BN  E,PIEZA,13/02/18,24/04/18,1, $281.01 
MLDESP10,94214 JABONERA INDUSTRIAL BCA 3.5 LIT,BP  E,PIEZA,,,0, $466.50 
MLDESP12,92190 JABONERA MINI INSIGHT HUMO,BP  E,PIEZA,20/04/09,06/07/17,1, $188.58 
MLDESP13,9736 DESPACHADOR TOALLA ROLLO LEVEMATIC,BR  E,PIEZA,13/10/11,20/10/11,0, $712.50 
MLDESP14,94208 (94310) DESP HIGNIC JR HUMO KIMBER,BO  E,PIEZA,19/10/17,23/01/18,0, $395.42 
MLDESP15,DESPACHADOR TOALLA EN ROLLO HUMO GLANZ,BR  E,PIEZA,20/09/17,21/09/17,0, $-   
MLDESP16,AC910060 JABONERA JOFEL C/DEPOSITO,BP  E,PIEZA,25/04/18,23/10/17,2, $963.75 
MLDESP17,AC91050 JABONERA JOFEL C/DEPOSITO,BP  E,PIEZA,20/10/17,23/10/17,0, $-   
MLDESP2,94201 DESP HIG BOB JR (ECO),BO  E,PIEZA,25/07/09,31/07/09,0, $240.00 
MLDESP2A,94312 DESP. HIGIENICO JUMBO HUMO KIMBER,BO  E,PIEZA,15/10/16,19/02/10,0, $401.10 
MLDESP3,94323 DESP JABONERA UNIVERSAL BCO WINDO,BP  E,PIEZA,24/01/09,26/01/09,0, $182.20 
MLDESP3A,94223 DESP UNIVERSAL NEGRO,BO  E,PIEZA,25/03/14,30/11/12,0, $191.70 
MLDESP4,29 DESP HIGIENICO JR.  ECO S/LOGO PROMO,BO  E,PIEZA,08/07/14,26/11/14,0, $187.50 
MLDESP5,94205 DESPACHADOR  HIG SR HUMO,BO  E,PIEZA,07/03/18,07/03/18,5, $459.96 
MLDESP51,TP51000 TOALLERO PLANCA MATIC BLANCO,BR  E,PIEZA,11/03/17,24/03/17,0, $693.00 
MLDESP6,DISPENSADOR LIQ GOTEADOR WIESE (NDILG00),BN  E,PIEZA,24/01/18,26/01/18,0, $-   
MLDESPE4,DESP JABONERA HUMO,BP  E,PIEZA,12/07/12,13/07/12,0, $208.50 
MLDESPG72,DESPACHADOR GOJO 7200-01,BP  E,Pieza,,,0, $-   
MLDESPT,****NO USAR**** E NEGRA (GOJO) LTX7,BP  E,PIEZA,,13/06/17,0, $0.01 
MLDEST0,28 DESP DE HIGIENICO JR  ECO,BO  E,PIEZA,29/06/17,24/12/15,1, $187.50 
MLDEST1B,94414 SERVILLETERO BARRA MESA,BQ  E,PIEZA,26/02/10,19/02/10,1, $100.50 
MLDEST2,AH51000N SERVILLETERO VALLARTA NG,BQ  E,PIEZA,19/10/17,23/10/17,0, $133.50 
MLDEST41,TC41000 TOALLEROTABARCA JOFEL,BR  E,PIEZA,18/06/12,18/06/12,0, $153.00 
MLDEST5,......31000 DESP TOALLA INTER Z-600 BCO,BR  E,PIEZA,04/03/14,20/03/14,0, $210.00 
MLDEST6,DESTAPACAÑOS HULE #6 PD-101 PROMER,U   F,PIEZA,26/02/16,15/08/17,1, $35.00 
MLDEST8,71010 DESP TOALLA ROLLO HANDS FRES HUMO,BR  E,PIEZA,09/02/16,06/09/17,1," $2,503.50 "
MLDEST9,500160P DESP TOALLA INTERDOBLADA BCO,BR  E,PIEZA,11/09/10,20/09/10,0, $268.50 
MLDEST92,****NO USAR****TOALLA INTERD. KIMBERLY,BR  E,PIEZA,04/10/17,30/11/17,0, $475.90 
MLDET05,DETERGENTER AXION EN PASTA,BU  E,PIEZA,07/08/12,04/03/09,0, $19.35 
MLDET06,DETERGENTE 2.8LT AXION LIMON,BW  E,PIEZA,31/05/18,09/06/18,3, $92.71 
MLDET06A,DETERGENTE SALVO 1.5LT LIQUIDP,BW  E,PIEZA,12/01/15,13/01/15,0, $76.29 
MLDET06B,DETERGENTE SALVO 2.6LTS LIQUIDO,BW  E,PIEZA,27/09/17,01/11/17,0, $125.67 
MLDET07,LAVATRASTE TRICOLORO 750 ml AX,BAH E,PIEZA,,,0, $32.33 
MLDET08,LAVATRASTES AXION LIQUIDO LIMON 750 ml,BAH E,PIEZA,15/09/17,20/09/17,0, $39.75 
MLDET09,DETERGENTE AXION LIQUIDO LIMON 900 ml,BW  E,PIEZA,28/10/14,28/10/14,0, $25.73 
MLDETA18,DETERGENTE ACE 18 K,BV  E,CAJA C/18,24/05/16,24/05/16,0, $696.06 
MLDETACE6,DETERGENTE ACE 6 K,U   F,PIEZA,28/03/15,28/03/15,0, $180.92 
MLDETE10,DETERGENTE ACE/DOWNY EN POLVO 9 K,BV  E,PIEZA,06/08/13,08/10/13,0, $261.20 
MLDETE11,DETERGENTE SALVO 6 K,BV  E,PIEZA,31/05/16,13/06/16,0, $157.43 
MLDETE12,DETERGENTE ACE 9 K,BV  E,PIEZA,06/07/15,06/07/15,0, $186.88 
MLDETE13,DETERGENTE SALVO 5 KG,BV  E,Pieza,03/01/17,04/05/17,0, $-   
MLDETE7A,DETERGENTE BOLD 900grs C/18,BV  E,CAJA C/18,22/09/12,16/10/12,0, $408.62 
MLDETE7B,DETERGENTE BOLD 9 K,BV  E,PIEZA,17/01/11,10/11/11,0, $208.33 
MLDETMAS5,DETERGENTE LIQUIDO MAS NEGRO 5 LTS,BW  E,PIEZA,,,1, $-   
MLDETMAS9,DETERGENTE LIQUIDO MAS COLOR 8.3 LTS.,BW  E,PIEZA,24/05/16,24/05/16,0, $240.51 
MLDETP0,DETERGENTE PERSIL 900 grs,U   F,PIEZA,24/05/16,24/05/16,0, $29.57 
MLDETPI1,DETERGENTE PINOL LIQUIDO 1LT,BW  E,PIEZA,23/03/18,23/03/18,3, $30.80 
MLDETR2,DETERGENTE ROMA 250 GRS,BV  E,PIEZA,08/06/18,11/06/18,0, $9.38 
MLDETR3,DETERGENTE ROMA 1 K,BV  E,PIEZA,22/05/18,22/05/18,0, $38.79 
MLDETR4,DETERGENTE ROMA 500 GRS,BV  E,PIEZA,28/08/02,08/11/17,0, $14.86 
MLDETR5,DETERGENTE ROMA 20 K CAJA,BV  E,CAJA C/20,10/11/15,08/04/16,0, $590.94 
MLDETR5P,DETERGENTE ROMA 5 K,PESPE,PIEZA,11/06/18,12/06/18,4, $191.25 
MLDETR9,DETERGENTE ROMA 10 KG,PESPE,PIEZA,09/06/18,13/06/18,19, $396.83 
MLDETT1,DETERGENTE RUTH 10 K,BV  E,PIEZA,09/03/16,20/05/16,0, $213.87 
MLDETT2,DETERGENTE UTIL SACO 10 KG,PESPE,PIEZA,11/06/18,12/06/18,11, $243.00 
MLDETT3,DETERGENTE UTIL SACO 5 KG,BV  E,PIEZA,23/05/18,13/06/18,12, $126.00 
MLDHIG51,"DESP HIG INSTIT BCO (9"")JOFEL JR.AE36000",BO  E,PIEZA,13/01/12,11/05/18,0, $230.00 
MLDJ21010,DJ21010 JABONERA TOTAL VISION HUMO JOKEL,BT  E,Pieza,13/02/16,19/02/10,4, $924.00 
MLDOSIF1,DOSIFICADOR AMBIENTAL 3000 DISPAROS WIES,BN  E,Pieza,01/11/14,04/11/14,0, $297.00 
MLDPH52,PH52001 DESP HIG AZUR MAXI BCO (JOKEL),,Pieza,12/04/14,14/04/14,0, $306.60 
MLDULY1,AZUCAR MORENA DULY 1KG,EB  E,Pieza,20/02/17,19/02/10,0, $82.63 
MLEMB01,EMBUDO GRANDE TERRONES,U   F,Pieza,13/06/17,14/06/17,0, $23.03 
MLENV02,ENVASE C/BOMBA DOSIFICADORA 1LIT,BAE E,PIEZA,20/04/18,12/04/18,7, $21.00 
MLENV03,ENVASE CON BOMBA DOSIFICADORA 500ML,BAE E,PIEZA,06/06/18,06/06/18,42, $15.06 
MLENV04,ENVASE 5LIT PLASTICO PZA,BAE E,PIEZA,26/06/12,11/01/12,0, $13.50 
MLENV1L,ENVASE DE 1LT DE PET,BAE E,PIEZA,10/09/15,07/02/12,0, $4.02 
MLENVAS1,ENVASE PLASTICO 1LT REYMA,BAE E,PIEZA,17/12/14,,0, $4.50 
MLENVAS2,ENVASE 5LTS PLASTICO,BAE E,PIEZA,17/12/14,,0, $13.50 
MLES4702B,4702B ESCOBA PBT MEDIA AZUL S/B,BX  E,PIEZA,07/12/12,10/12/12,0, $109.77 
MLES4702R,4702R ESCOBA PBT MEDIA ROJA S/B,BX  E,PIEZA,08/07/15,10/10/15,0, $111.45 
MLES4702W,4702W ESCOBA PBT MEDIA BLANCA S/B,BX  E,PIEZA,07/12/12,10/12/12,0, $109.77 
MLES4702Y,4702 Y ESCOBA PBT MEDIA AMARILLA S/B,BX  E,PIEZA,07/12/12,10/12/12,0, $109.77 
MLESC03,****NO USAR****ESCB PLASO 270 GR  5HILOS,BX  E,PIEZA,25/05/13,25/05/13,0, $29.71 
MLESC83B,8300B ESCOBA ABANICO MED CASTOR AZ S/B,BX  E,PIEZA,01/06/18,01/06/18,20, $37.80 
MLESCB2,ESCOBA ABANICO CLASICA BARRE-BARRE,BX  E,PIEZA,17/05/18,04/10/17,14, $24.72 
